Timestamp,Target Eye,Velocity (deg/s),Interval Since Prev (s),Status
23:09:41.780,Right Eye,-306.59,0.0467,Normal
23:09:41.780,Left Eye,188.67,0.0467,Normal
23:09:41.825,Right Eye,0.0,0.0454,Normal
23:09:41.825,Left Eye,0.0,0.0454,Normal
23:09:41.872,Right Eye,189.49,0.0465,Normal
23:09:41.872,Left Eye,0.0,0.0465,Normal
23:09:41.918,Right Eye,-308.16,0.0465,Normal
23:09:41.918,Left Eye,0.0,0.0465,Normal
23:09:41.967,Right Eye,-469.15,0.0489,Normal
23:09:41.967,Left Eye,117.29,0.0489,Normal
23:09:42.029,Right Eye,184.84,0.062,Normal
23:09:42.029,Left Eye,0.0,0.062,Normal
23:09:42.076,Right Eye,307.57,0.0466,Normal
23:09:42.076,Left Eye,-189.27,0.0466,Normal
23:09:42.137,Right Eye,0.0,0.0608,Normal
23:09:42.137,Left Eye,282.56,0.0608,Normal
23:09:42.184,Right Eye,0.0,0.0474,Normal
23:09:42.184,Left Eye,-278.74,0.0474,Normal
23:09:42.230,Right Eye,0.0,0.0463,Normal
23:09:42.230,Left Eye,0.0,0.0463,Normal
23:09:42.283,Right Eye,0.0,0.0524,Normal
23:09:42.283,Left Eye,-3282.51,0.0524,ANOMALY DETECTED
23:09:42.343,Right Eye,0.0,0.0601,Normal
23:09:42.343,Left Eye,190.72,0.0601,Normal
23:09:42.385,Right Eye,0.0,0.0424,Normal
23:09:42.385,Left Eye,675.52,0.0424,ANOMALY DETECTED
23:09:42.433,Right Eye,91.37,0.0482,Normal
23:09:42.433,Left Eye,237.56,0.0482,Normal
23:09:42.480,Right Eye,471.08,0.0468,Normal
23:09:42.480,Left Eye,-306.2,0.0468,Normal
23:09:42.526,Right Eye,-208.28,0.0458,Normal
23:09:42.526,Left Eye,0.0,0.0458,Normal
23:09:42.573,Right Eye,-733.31,0.0469,ANOMALY DETECTED
23:09:42.573,Left Eye,0.0,0.0469,Normal
23:09:42.620,Right Eye,0.0,0.0469,Normal
23:09:42.620,Left Eye,0.0,0.0469,Normal
23:09:42.666,Right Eye,0.0,0.0464,Normal
23:09:42.666,Left Eye,0.0,0.0464,Normal
23:09:42.713,Right Eye,0.0,0.0463,Normal
23:09:42.713,Left Eye,0.0,0.0463,Normal
23:09:42.760,Right Eye,0.0,0.0475,Normal
23:09:42.760,Left Eye,-482.19,0.0475,Normal
23:09:42.807,Right Eye,-243.45,0.0471,Normal
23:09:42.807,Left Eye,304.31,0.0471,Normal
23:09:42.853,Right Eye,0.0,0.046,Normal
23:09:42.853,Left Eye,498.65,0.046,Normal
23:09:42.900,Right Eye,122.86,0.0466,Normal
23:09:42.900,Left Eye,-307.16,0.0466,Normal
23:09:42.947,Right Eye,187.29,0.0471,Normal
23:09:42.947,Left Eye,-486.96,0.0471,Normal
23:09:42.994,Right Eye,0.0,0.0472,Normal
23:09:42.994,Left Eye,0.0,0.0472,Normal
23:09:43.042,Right Eye,0.0,0.0474,Normal
23:09:43.042,Left Eye,0.0,0.0474,Normal
23:09:43.088,Right Eye,0.0,0.0466,Normal
23:09:43.088,Left Eye,-614.18,0.0466,ANOMALY DETECTED
23:09:43.134,Right Eye,0.0,0.046,Normal
23:09:43.134,Left Eye,1245.05,0.046,ANOMALY DETECTED
23:09:43.181,Right Eye,204.06,0.0468,Normal
23:09:43.181,Left Eye,-244.87,0.0468,Normal
23:09:43.227,Right Eye,-289.26,0.0457,Normal
23:09:43.227,Left Eye,626.72,0.0457,ANOMALY DETECTED
23:09:43.272,Right Eye,-375.67,0.0458,Normal
23:09:43.272,Left Eye,-250.44,0.0458,Normal
23:09:43.320,Right Eye,121.65,0.0471,Normal
23:09:43.320,Left Eye,304.12,0.0471,Normal
23:09:43.367,Right Eye,193.0,0.0475,Normal
23:09:43.367,Left Eye,0.0,0.0475,Normal
23:09:43.430,Right Eye,-69.8,0.0631,Normal
23:09:43.430,Left Eye,-181.49,0.0631,Normal
23:09:43.475,Right Eye,-127.26,0.045,Normal
23:09:43.475,Left Eye,-636.28,0.045,ANOMALY DETECTED
23:09:43.521,Right Eye,0.0,0.046,Normal
23:09:43.521,Left Eye,0.0,0.046,Normal
23:09:43.569,Right Eye,0.0,0.0475,Normal
23:09:43.569,Left Eye,603.11,0.0475,ANOMALY DETECTED
23:09:43.615,Right Eye,189.98,0.0464,Normal
23:09:43.615,Left Eye,-493.95,0.0464,Normal
23:09:43.662,Right Eye,204.18,0.0468,Normal
23:09:43.662,Left Eye,306.27,0.0468,Normal
23:09:43.708,Right Eye,-147.7,0.0466,Normal
23:09:43.708,Left Eye,-492.32,0.0466,Normal
23:09:43.755,Right Eye,-1231.01,0.0465,ANOMALY DETECTED
23:09:43.755,Left Eye,-615.5,0.0465,ANOMALY DETECTED
23:09:43.801,Right Eye,371.06,0.0463,Normal
23:09:43.801,Left Eye,3710.58,0.0463,ANOMALY DETECTED
23:09:43.849,Right Eye,-479.83,0.0478,Normal
23:09:43.849,Left Eye,0.0,0.0478,Normal
23:09:43.894,Right Eye,633.76,0.0452,ANOMALY DETECTED
23:09:43.894,Left Eye,253.51,0.0452,Normal
23:09:43.942,Right Eye,-280.91,0.048,Normal
23:09:43.942,Left Eye,0.0,0.048,Normal
23:09:43.987,Right Eye,0.0,0.0452,Normal
23:09:43.987,Left Eye,0.0,0.0452,Normal
23:09:44.034,Right Eye,245.32,0.0467,Normal
23:09:44.034,Left Eye,0.0,0.0467,Normal
23:09:44.086,Right Eye,-259.99,0.0519,Normal
23:09:44.086,Left Eye,0.0,0.0519,Normal
23:09:44.126,Right Eye,0.0,0.0402,Normal
23:09:44.126,Left Eye,0.0,0.0402,Normal
23:09:44.174,Right Eye,119.28,0.048,Normal
23:09:44.174,Left Eye,596.4,0.048,ANOMALY DETECTED
23:09:44.220,Right Eye,-73.43,0.0459,Normal
23:09:44.220,Left Eye,0.0,0.0459,Normal
23:09:44.267,Right Eye,123.32,0.0465,Normal
23:09:44.267,Left Eye,0.0,0.0465,Normal
23:09:44.327,Right Eye,94.17,0.0608,Normal
23:09:44.327,Left Eye,-188.35,0.0608,Normal
23:09:44.394,Right Eye,-171.27,0.0669,Normal
23:09:44.394,Left Eye,428.19,0.0669,Normal
23:09:44.438,Right Eye,0.0,0.0437,Normal
23:09:44.438,Left Eye,0.0,0.0437,Normal
23:09:44.484,Right Eye,0.0,0.0463,Normal
23:09:44.484,Left Eye,0.0,0.0463,Normal
23:09:44.531,Right Eye,0.0,0.0469,Normal
23:09:44.531,Left Eye,0.0,0.0469,Normal
23:09:44.578,Right Eye,0.0,0.0468,Normal
23:09:44.578,Left Eye,-244.82,0.0468,Normal
23:09:44.631,Right Eye,0.0,0.0528,Normal
23:09:44.631,Left Eye,650.6,0.0528,ANOMALY DETECTED
23:09:44.697,Right Eye,-50.74,0.0664,Normal
23:09:44.697,Left Eye,-431.3,0.0664,Normal
23:09:44.750,Right Eye,419.92,0.0525,Normal
23:09:44.750,Left Eye,0.0,0.0525,Normal
23:09:44.798,Right Eye,-360.38,0.0477,Normal
23:09:44.798,Left Eye,0.0,0.0477,Normal
23:09:44.845,Right Eye,0.0,0.0472,Normal
23:09:44.845,Left Eye,0.0,0.0472,Normal
23:09:44.891,Right Eye,0.0,0.0463,Normal
23:09:44.891,Left Eye,0.0,0.0463,Normal
23:09:44.937,Right Eye,0.0,0.046,Normal
23:09:44.937,Left Eye,0.0,0.046,Normal
23:09:44.999,Right Eye,0.0,0.0624,Normal
23:09:44.999,Left Eye,183.67,0.0624,Normal
23:09:45.044,Right Eye,0.0,0.0449,Normal
23:09:45.044,Left Eye,-318.67,0.0449,Normal
23:09:45.091,Right Eye,-72.03,0.0468,Normal
23:09:45.091,Left Eye,0.0,0.0468,Normal
23:09:45.139,Right Eye,0.0,0.0478,Normal
23:09:45.139,Left Eye,0.0,0.0478,Normal
23:09:45.185,Right Eye,124.31,0.0461,Normal
23:09:45.185,Left Eye,0.0,0.0461,Normal
23:09:45.240,Right Eye,0.0,0.0546,Normal
23:09:45.240,Left Eye,0.0,0.0546,Normal
23:09:45.290,Right Eye,0.0,0.0499,Normal
23:09:45.290,Left Eye,229.61,0.0499,Normal
23:09:45.342,Right Eye,216.29,0.053,Normal
23:09:45.342,Left Eye,-540.74,0.053,ANOMALY DETECTED
23:09:45.390,Right Eye,-299.6,0.0478,Normal
23:09:45.390,Left Eye,239.68,0.0478,Normal
23:09:45.436,Right Eye,-0.0,0.0461,Normal
23:09:45.436,Left Eye,-621.49,0.0461,ANOMALY DETECTED
23:09:45.485,Right Eye,355.17,0.0484,Normal
23:09:45.485,Left Eye,0.0,0.0484,Normal
23:09:45.531,Right Eye,0.0,0.0462,Normal
23:09:45.531,Left Eye,247.9,0.0462,Normal
23:09:45.578,Right Eye,0.0,0.0472,Normal
23:09:45.578,Left Eye,-606.95,0.0472,ANOMALY DETECTED
23:09:45.626,Right Eye,-399.77,0.0478,Normal
23:09:45.626,Left Eye,0.0,0.0478,Normal
23:09:45.673,Right Eye,364.25,0.0472,Normal
23:09:45.673,Left Eye,0.0,0.0472,Normal
23:09:45.718,Right Eye,0.0,0.0449,Normal
23:09:45.718,Left Eye,0.0,0.0449,Normal
23:09:45.765,Right Eye,-604.97,0.0474,ANOMALY DETECTED
23:09:45.765,Left Eye,483.98,0.0474,Normal
23:09:45.812,Right Eye,490.26,0.0467,Normal
23:09:45.812,Left Eye,-612.82,0.0467,ANOMALY DETECTED
23:09:45.858,Right Eye,-124.67,0.046,Normal
23:09:45.858,Left Eye,0.0,0.046,Normal
23:09:45.904,Right Eye,-618.13,0.0463,ANOMALY DETECTED
23:09:45.904,Left Eye,0.0,0.0463,Normal
23:09:45.960,Right Eye,411.82,0.0557,Normal
23:09:45.960,Left Eye,205.91,0.0557,Normal
23:09:46.014,Right Eye,0.0,0.0537,Normal
23:09:46.014,Left Eye,-533.42,0.0537,ANOMALY DETECTED
23:09:46.059,Right Eye,0.0,0.0453,Normal
23:09:46.059,Left Eye,631.87,0.0453,ANOMALY DETECTED
23:09:46.108,Right Eye,-591.6,0.0484,ANOMALY DETECTED
23:09:46.108,Left Eye,-473.28,0.0484,Normal
23:09:46.154,Right Eye,247.58,0.0463,Normal
23:09:46.154,Left Eye,1856.86,0.0463,ANOMALY DETECTED
23:09:46.200,Right Eye,0.0,0.0462,Normal
23:09:46.200,Left Eye,-1240.86,0.0462,ANOMALY DETECTED
23:09:46.261,Right Eye,0.0,0.0612,Normal
23:09:46.261,Left Eye,0.0,0.0612,Normal
23:09:46.311,Right Eye,0.0,0.0493,Normal
23:09:46.311,Left Eye,0.0,0.0493,Normal
23:09:46.357,Right Eye,0.0,0.0464,Normal
23:09:46.357,Left Eye,0.0,0.0464,Normal
23:09:46.404,Right Eye,-71.67,0.047,Normal
23:09:46.404,Left Eye,0.0,0.047,Normal
23:09:46.451,Right Eye,245.48,0.0467,Normal
23:09:46.451,Left Eye,-1227.38,0.0467,ANOMALY DETECTED
23:09:46.497,Right Eye,-290.32,0.0464,Normal
23:09:46.497,Left Eye,246.77,0.0464,Normal
23:09:46.543,Right Eye,0.0,0.0455,Normal
23:09:46.543,Left Eye,-629.83,0.0455,ANOMALY DETECTED
23:09:46.589,Right Eye,-47.63,0.0463,Normal
23:09:46.589,Left Eye,247.65,0.0463,Normal
23:09:46.636,Right Eye,208.5,0.0474,Normal
23:09:46.636,Left Eye,-604.64,0.0474,ANOMALY DETECTED
23:09:46.682,Right Eye,-235.57,0.046,Normal
23:09:46.682,Left Eye,249.03,0.046,Normal
23:09:46.729,Right Eye,47.45,0.0464,Normal
23:09:46.729,Left Eye,-616.81,0.0464,ANOMALY DETECTED
23:09:46.776,Right Eye,120.69,0.0475,Normal
23:09:46.776,Left Eye,241.39,0.0475,Normal
23:09:46.822,Right Eye,86.79,0.0455,Normal
23:09:46.822,Left Eye,0.0,0.0455,Normal
23:09:46.869,Right Eye,-231.43,0.0468,Normal
23:09:46.869,Left Eye,-611.65,0.0468,ANOMALY DETECTED
23:09:46.918,Right Eye,463.51,0.0494,Normal
23:09:46.918,Left Eye,115.88,0.0494,Normal
23:09:46.962,Right Eye,0.0,0.0443,Normal
23:09:46.962,Left Eye,-198.98,0.0443,Normal
23:09:47.010,Right Eye,193.91,0.0473,Normal
23:09:47.010,Left Eye,0.0,0.0473,Normal
23:09:47.058,Right Eye,-237.08,0.0483,Normal
23:09:47.058,Left Eye,0.0,0.0483,Normal
23:09:47.104,Right Eye,413.16,0.0462,Normal
23:09:47.104,Left Eye,0.0,0.0462,Normal
23:09:47.150,Right Eye,-289.87,0.0456,Normal
23:09:47.150,Left Eye,0.0,0.0456,Normal
23:09:47.198,Right Eye,199.87,0.0478,Normal
23:09:47.198,Left Eye,0.0,0.0478,Normal
23:09:47.245,Right Eye,-145.69,0.0472,Normal
23:09:47.245,Left Eye,-303.52,0.0472,Normal
23:09:47.293,Right Eye,199.25,0.0479,Normal
23:09:47.293,Left Eye,0.0,0.0479,Normal
23:09:47.339,Right Eye,0.0,0.046,Normal
23:09:47.339,Left Eye,191.44,0.046,Normal
23:09:47.386,Right Eye,0.0,0.0476,Normal
23:09:47.386,Left Eye,-300.72,0.0476,Normal
23:09:47.432,Right Eye,287.88,0.0459,Normal
23:09:47.432,Left Eye,499.0,0.0459,Normal
23:09:47.479,Right Eye,-205.23,0.0465,Normal
23:09:47.479,Left Eye,-246.28,0.0465,Normal
23:09:47.524,Right Eye,-151.19,0.0455,Normal
23:09:47.524,Left Eye,-314.98,0.0455,Normal
23:09:47.574,Right Eye,192.17,0.0497,Normal
23:09:47.574,Left Eye,461.21,0.0497,Normal
23:09:47.621,Right Eye,0.0,0.0467,Normal
23:09:47.621,Left Eye,0.0,0.0467,Normal
23:09:47.667,Right Eye,0.0,0.0459,Normal
23:09:47.667,Left Eye,0.0,0.0459,Normal
23:09:47.711,Right Eye,0.0,0.0449,Normal
23:09:47.711,Left Eye,-318.87,0.0449,Normal
23:09:47.758,Right Eye,0.0,0.0466,Normal
23:09:47.758,Left Eye,0.0,0.0466,Normal
23:09:47.805,Right Eye,280.25,0.0472,Normal
23:09:47.805,Left Eye,485.77,0.0472,Normal
23:09:47.853,Right Eye,0.0,0.0475,Normal
23:09:47.853,Left Eye,0.0,0.0475,Normal
23:09:47.898,Right Eye,-209.16,0.0457,Normal
23:09:47.898,Left Eye,-313.73,0.0457,Normal
23:09:47.945,Right Eye,0.0,0.0462,Normal
23:09:47.945,Left Eye,-496.16,0.0462,Normal
23:09:47.991,Right Eye,0.0,0.0465,Normal
23:09:47.991,Left Eye,307.92,0.0465,Normal
23:09:48.038,Right Eye,0.0,0.0469,Normal
23:09:48.038,Left Eye,188.0,0.0469,Normal
23:09:48.085,Right Eye,280.94,0.0471,Normal
23:09:48.085,Left Eye,-304.35,0.0471,Normal
23:09:48.133,Right Eye,0.0,0.0478,Normal
23:09:48.133,Left Eye,0.0,0.0478,Normal
23:09:48.179,Right Eye,124.62,0.046,Normal
23:09:48.179,Left Eye,0.0,0.046,Normal
23:09:48.225,Right Eye,-191.96,0.0459,Normal
23:09:48.225,Left Eye,-191.96,0.0459,Normal
23:09:48.271,Right Eye,0.0,0.0458,Normal
23:09:48.271,Left Eye,1001.12,0.0458,ANOMALY DETECTED
23:09:48.318,Right Eye,-202.97,0.047,Normal
23:09:48.318,Left Eye,-608.91,0.047,ANOMALY DETECTED
23:09:48.365,Right Eye,-276.9,0.0478,Normal
23:09:48.365,Left Eye,0.0,0.0478,Normal
23:09:48.412,Right Eye,204.22,0.0468,Normal
23:09:48.412,Left Eye,-490.12,0.0468,Normal
23:09:48.460,Right Eye,278.13,0.0475,Normal
23:09:48.460,Left Eye,301.31,0.0475,Normal
23:09:48.506,Right Eye,0.0,0.0459,Normal
23:09:48.506,Left Eye,0.0,0.0459,Normal
23:09:48.552,Right Eye,0.0,0.0468,Normal
23:09:48.552,Left Eye,0.0,0.0468,Normal
23:09:48.599,Right Eye,-203.84,0.0468,Normal
23:09:48.599,Left Eye,-489.22,0.0468,Normal
23:09:48.665,Right Eye,0.0,0.0654,Normal
23:09:48.665,Left Eye,525.78,0.0654,ANOMALY DETECTED
23:09:48.710,Right Eye,0.0,0.0452,Normal
23:09:48.710,Left Eye,-389.79,0.0452,Normal
23:09:48.757,Right Eye,145.47,0.0473,Normal
23:09:48.757,Left Eye,969.83,0.0473,ANOMALY DETECTED
23:09:48.804,Right Eye,0.0,0.0468,Normal
23:09:48.804,Left Eye,0.0,0.0468,Normal
23:09:48.850,Right Eye,-209.37,0.0456,Normal
23:09:48.850,Left Eye,-314.05,0.0456,Normal
23:09:48.897,Right Eye,0.0,0.0471,Normal
23:09:48.897,Left Eye,0.0,0.0471,Normal
23:09:48.945,Right Eye,-141.78,0.0485,Normal
23:09:48.945,Left Eye,-2363.0,0.0485,ANOMALY DETECTED
23:09:48.991,Right Eye,0.0,0.0464,Normal
23:09:48.991,Left Eye,0.0,0.0464,Normal
23:09:49.038,Right Eye,205.86,0.0464,Normal
23:09:49.038,Left Eye,0.0,0.0464,Normal
23:09:49.085,Right Eye,0.0,0.047,Normal
23:09:49.085,Left Eye,0.0,0.047,Normal
23:09:49.132,Right Eye,-213.95,0.0473,Normal
23:09:49.132,Left Eye,-1212.36,0.0473,ANOMALY DETECTED
23:09:49.179,Right Eye,-81.43,0.0469,Normal
23:09:49.179,Left Eye,-0.0,0.0469,Normal
23:09:49.225,Right Eye,-185.58,0.0463,Normal
23:09:49.225,Left Eye,-0.0,0.0463,Normal
23:09:49.274,Right Eye,0.0,0.0486,Normal
23:09:49.274,Left Eye,0.0,0.0486,Normal
23:09:49.320,Right Eye,85.66,0.0461,Normal
23:09:49.320,Left Eye,0.0,0.0461,Normal
23:09:49.366,Right Eye,-163.93,0.0462,Normal
23:09:49.366,Left Eye,0.0,0.0462,Normal
23:09:49.414,Right Eye,619.95,0.0481,ANOMALY DETECTED
23:09:49.414,Left Eye,715.32,0.0481,ANOMALY DETECTED
23:09:49.461,Right Eye,0.0,0.0462,Normal
23:09:49.461,Left Eye,309.71,0.0462,Normal
23:09:49.507,Right Eye,567.33,0.0466,ANOMALY DETECTED
23:09:49.507,Left Eye,-98.34,0.0466,Normal
23:09:49.554,Right Eye,-304.39,0.0471,Normal
23:09:49.554,Left Eye,202.92,0.0471,Normal
23:09:49.601,Right Eye,0.0,0.0465,Normal
23:09:49.601,Left Eye,-284.5,0.0465,Normal
23:09:49.647,Right Eye,-190.67,0.0462,Normal
23:09:49.647,Left Eye,309.83,0.0462,Normal
23:09:49.693,Right Eye,309.44,0.0463,Normal
23:09:49.693,Left Eye,0.0,0.0463,Normal
23:09:49.739,Right Eye,0.0,0.046,Normal
23:09:49.739,Left Eye,0.0,0.046,Normal
23:09:49.784,Right Eye,-195.47,0.0451,Normal
23:09:49.784,Left Eye,0.0,0.0451,Normal
23:09:49.831,Right Eye,0.0,0.0472,Normal
23:09:49.831,Left Eye,0.0,0.0472,Normal
23:09:49.877,Right Eye,-83.35,0.0458,Normal
23:09:49.877,Left Eye,-1250.32,0.0458,ANOMALY DETECTED
23:09:49.925,Right Eye,105.96,0.0477,Normal
23:09:49.925,Left Eye,0.0,0.0477,Normal
23:09:49.974,Right Eye,-77.88,0.049,Normal
23:09:49.974,Left Eye,0.0,0.049,Normal
23:09:50.020,Right Eye,-218.08,0.0464,Normal
23:09:50.020,Left Eye,-1235.79,0.0464,ANOMALY DETECTED
23:09:50.068,Right Eye,0.0,0.0477,Normal
23:09:50.068,Left Eye,0.0,0.0477,Normal
23:09:50.114,Right Eye,47.08,0.0459,Normal
23:09:50.114,Left Eye,0.0,0.0459,Normal
23:09:50.161,Right Eye,60.47,0.0474,Normal
23:09:50.161,Left Eye,0.0,0.0474,Normal
23:09:50.208,Right Eye,0.0,0.0469,Normal
23:09:50.208,Left Eye,611.46,0.0469,ANOMALY DETECTED
23:09:50.256,Right Eye,0.0,0.0478,Normal
23:09:50.256,Left Eye,479.77,0.0478,Normal
23:09:50.302,Right Eye,0.0,0.0463,Normal
23:09:50.302,Left Eye,-1236.96,0.0463,ANOMALY DETECTED
23:09:50.349,Right Eye,162.0,0.0472,Normal
23:09:50.349,Left Eye,0.0,0.0472,Normal
23:09:50.394,Right Eye,0.0,0.0444,Normal
23:09:50.394,Left Eye,0.0,0.0444,Normal
23:09:50.442,Right Eye,-200.31,0.0486,Normal
23:09:50.442,Left Eye,0.0,0.0486,Normal
23:09:50.489,Right Eye,245.71,0.0466,Normal
23:09:50.489,Left Eye,0.0,0.0466,Normal
23:09:50.535,Right Eye,-64.21,0.0462,Normal
23:09:50.535,Left Eye,0.0,0.0462,Normal
23:09:50.581,Right Eye,-42.75,0.0462,Normal
23:09:50.581,Left Eye,0.0,0.0462,Normal
23:09:50.648,Right Eye,0.0,0.0666,Normal
23:09:50.648,Left Eye,0.0,0.0666,Normal
23:09:50.694,Right Eye,0.0,0.0458,Normal
23:09:50.694,Left Eye,-0.0,0.0458,Normal
23:09:50.742,Right Eye,-226.89,0.0486,Normal
23:09:50.742,Left Eye,-589.91,0.0486,ANOMALY DETECTED
23:09:50.788,Right Eye,-33.89,0.0457,Normal
23:09:50.788,Left Eye,0.0,0.0457,Normal
23:09:50.835,Right Eye,184.62,0.0466,Normal
23:09:50.835,Left Eye,0.0,0.0466,Normal
23:09:50.881,Right Eye,-199.47,0.0466,Normal
23:09:50.881,Left Eye,0.0,0.0466,Normal
23:09:50.929,Right Eye,479.29,0.0478,Normal
23:09:50.929,Left Eye,0.0,0.0478,Normal
23:09:50.977,Right Eye,70.46,0.0478,Normal
23:09:50.977,Left Eye,-598.93,0.0478,ANOMALY DETECTED
23:09:51.024,Right Eye,0.0,0.0467,Normal
23:09:51.024,Left Eye,0.0,0.0467,Normal
23:09:51.071,Right Eye,-80.47,0.0475,Normal
23:09:51.071,Left Eye,0.0,0.0475,Normal
23:09:51.118,Right Eye,0.0,0.0466,Normal
23:09:51.118,Left Eye,0.0,0.0466,Normal
23:09:51.164,Right Eye,0.0,0.0468,Normal
23:09:51.164,Left Eye,0.0,0.0468,Normal
23:09:51.211,Right Eye,-122.23,0.0469,Normal
23:09:51.211,Left Eye,-366.69,0.0469,Normal
23:09:51.258,Right Eye,-254.52,0.0468,Normal
23:09:51.258,Left Eye,659.14,0.0468,ANOMALY DETECTED
23:09:51.303,Right Eye,122.37,0.045,Normal
23:09:51.303,Left Eye,0.0,0.045,Normal
23:09:51.350,Right Eye,0.0,0.0466,Normal
23:09:51.350,Left Eye,0.0,0.0466,Normal
23:09:51.395,Right Eye,250.65,0.0457,Normal
23:09:51.395,Left Eye,835.51,0.0457,ANOMALY DETECTED
23:09:51.441,Right Eye,249.29,0.046,Normal
23:09:51.441,Left Eye,373.93,0.046,Normal
23:09:51.490,Right Eye,-277.64,0.0486,Normal
23:09:51.490,Left Eye,0.0,0.0486,Normal
23:09:51.535,Right Eye,493.17,0.0447,Normal
23:09:51.535,Left Eye,0.0,0.0447,Normal
23:09:51.581,Right Eye,-373.13,0.0461,Normal
23:09:51.581,Left Eye,0.0,0.0461,Normal
23:09:51.627,Right Eye,122.9,0.0466,Normal
23:09:51.627,Left Eye,283.62,0.0466,Normal
23:09:51.673,Right Eye,191.44,0.046,Normal
23:09:51.673,Left Eye,0.0,0.046,Normal
23:09:51.736,Right Eye,-91.68,0.0625,Normal
23:09:51.736,Left Eye,0.0,0.0625,Normal
23:09:51.783,Right Eye,185.25,0.0476,Normal
23:09:51.783,Left Eye,0.0,0.0476,Normal
23:09:51.831,Right Eye,-119.17,0.0481,Normal
23:09:51.831,Left Eye,0.0,0.0481,Normal
23:09:51.877,Right Eye,0.0,0.0459,Normal
23:09:51.877,Left Eye,0.0,0.0459,Normal
23:09:51.923,Right Eye,628.46,0.0456,ANOMALY DETECTED
23:09:51.923,Left Eye,-377.07,0.0456,Normal
23:09:51.974,Right Eye,-212.71,0.0508,Normal
23:09:51.974,Left Eye,-1127.34,0.0508,ANOMALY DETECTED
23:09:52.015,Right Eye,-40.38,0.0417,Normal
23:09:52.015,Left Eye,-343.27,0.0417,Normal
23:09:52.063,Right Eye,-28.19,0.0478,Normal
23:09:52.063,Left Eye,479.28,0.0478,Normal
23:09:52.110,Right Eye,-134.7,0.0467,Normal
23:09:52.110,Left Eye,-306.82,0.0467,Normal
23:09:52.157,Right Eye,129.84,0.0467,Normal
23:09:52.157,Left Eye,-490.49,0.0467,Normal
23:09:52.204,Right Eye,0.0,0.0475,Normal
23:09:52.204,Left Eye,723.29,0.0475,ANOMALY DETECTED
23:09:52.250,Right Eye,0.0,0.0459,Normal
23:09:52.250,Left Eye,-623.99,0.0459,ANOMALY DETECTED
23:09:52.296,Right Eye,415.74,0.0459,Normal
23:09:52.296,Left Eye,498.89,0.0459,Normal
23:09:52.343,Right Eye,922.57,0.0466,ANOMALY DETECTED
23:09:52.343,Left Eye,307.52,0.0466,Normal
23:09:52.390,Right Eye,0.0,0.0476,Normal
23:09:52.390,Left Eye,-192.52,0.0476,Normal
23:09:52.437,Right Eye,0.0,0.0464,Normal
23:09:52.437,Left Eye,-108.9,0.0464,Normal
23:09:52.483,Right Eye,0.0,0.0465,Normal
23:09:52.483,Left Eye,147.91,0.0465,Normal
23:09:52.530,Right Eye,-188.91,0.0467,Normal
23:09:52.530,Left Eye,0.0,0.0467,Normal
23:09:52.577,Right Eye,0.0,0.0474,Normal
23:09:52.577,Left Eye,-241.52,0.0474,Normal
23:09:52.623,Right Eye,-172.84,0.0457,Normal
23:09:52.623,Left Eye,0.0,0.0457,Normal
23:09:52.670,Right Eye,180.32,0.0467,Normal
23:09:52.670,Left Eye,-613.08,0.0467,ANOMALY DETECTED
23:09:52.717,Right Eye,-120.35,0.0476,Normal
23:09:52.717,Left Eye,283.17,0.0476,Normal
23:09:52.763,Right Eye,73.38,0.0459,Normal
23:09:52.763,Left Eye,0.0,0.0459,Normal
23:09:52.809,Right Eye,0.0,0.0456,Normal
23:09:52.809,Left Eye,0.0,0.0456,Normal
23:09:52.857,Right Eye,0.0,0.0477,Normal
23:09:52.857,Left Eye,120.18,0.0477,Normal
23:09:52.904,Right Eye,93.72,0.047,Normal
23:09:52.904,Left Eye,-71.67,0.047,Normal
23:09:52.950,Right Eye,48.83,0.0469,Normal
23:09:52.950,Left Eye,610.42,0.0469,ANOMALY DETECTED
23:09:52.998,Right Eye,-242.56,0.0472,Normal
23:09:52.998,Left Eye,-363.84,0.0472,Normal
23:09:53.045,Right Eye,194.46,0.0471,Normal
23:09:53.045,Left Eye,0.0,0.0471,Normal
23:09:53.091,Right Eye,207.55,0.046,Normal
23:09:53.091,Left Eye,199.25,0.046,Normal
23:09:53.137,Right Eye,-288.3,0.0459,Normal
23:09:53.137,Left Eye,-249.86,0.0459,Normal
23:09:53.185,Right Eye,47.87,0.0479,Normal
23:09:53.185,Left Eye,0.0,0.0479,Normal
23:09:53.232,Right Eye,-244.27,0.0469,Normal
23:09:53.232,Left Eye,0.0,0.0469,Normal
23:09:53.278,Right Eye,196.11,0.0467,Normal
23:09:53.278,Left Eye,196.11,0.0467,Normal
23:09:53.325,Right Eye,0.0,0.0467,Normal
23:09:53.325,Left Eye,0.0,0.0467,Normal
23:09:53.371,Right Eye,-249.58,0.0459,Normal
23:09:53.371,Left Eye,-587.24,0.0459,ANOMALY DETECTED
23:09:53.418,Right Eye,186.78,0.0472,Normal
23:09:53.418,Left Eye,242.82,0.0472,Normal
23:09:53.464,Right Eye,206.29,0.0463,Normal
23:09:53.464,Left Eye,0.0,0.0463,Normal
23:09:53.510,Right Eye,-374.49,0.0459,Normal
23:09:53.510,Left Eye,-249.66,0.0459,Normal
23:09:53.557,Right Eye,197.03,0.0465,Normal
23:09:53.557,Left Eye,-72.44,0.0465,Normal
